FwVersion,SampleSize,Seconds,Picoseconds,CentreFreq,Bandwidth,OffsetFreq,GainIF,GainRF,RefLevel
2.6.3,1024,1364483111,90453600000,2400000000,125000000.00,0.00,0.00,-30.00,33.00
0,-4
16,-12
28,12
8,16
8,0
4,-12
4,20
0,0
0,-24
8,24
-12,-4
24,28
16,-28
-12,-36
4,24
20,12
-4,-4
12,0
24,0
-8,4
4,0
0,-4
12,12
20,-4
-20,12
-12,0
36,-4
-8,-8
-8,8
-8,8
8,8
28,-16
20,0
16,20
-4,12
-8,-8
-4,28
16,-16
28,28
24,40
-12,4
-4,16
8,-24
-4,8
12,0
4,28
-20,-16
-4,4
-8,-16
-24,24
-20,12
0,12
16,12
16,-8
24,12
-36,0
-4,12
0,28
0,32
16,8
8,4
-16,-20
12,24
20,12
8,16
12,-12
4,-12
-4,4
-16,0
0,-4
16,-32
16,8
16,12
-8,0
8,-4
-28,20
24,-8
28,0
-4,-4
24,16
-4,4
4,-4
4,-16
20,4
12,0
8,16
-8,-4
24,-12
4,0
0,4
28,8
0,0
8,12
8,0
20,24
0,28
-16,-24
-12,-4
4,8
8,-4
-16,-8
0,-4
-12,-4
-20,0
-8,4
16,16
12,-12
-8,-4
4,-8
-8,-20
4,-4
20,24
-24,-4
4,-4
4,-24
16,24
8,4
0,-4
16,16
4,-16
-8,-4
-4,12
-16,8
-4,8
4,0
36,-16
-20,16
-4,8
-4,-20
12,-24
0,-4
20,-12
24,8
-20,12
0,4
-8,20
0,-16
-24,4
4,-4
-4,-36
-12,-4
-4,12
0,28
-8,8
-12,36
8,-4
-8,-16
8,-36
8,28
-12,0
20,-8
8,20
-8,12
-16,-24
-12,0
4,8
-32,-16
36,12
32,-24
4,-40
-20,-12
12,24
12,24
8,-12
4,20
12,-4
-24,32
8,-4
12,0
12,-4
0,36
-8,0
0,16
4,8
20,8
4,-20
24,12
-8,16
24,-4
-12,24
8,-20
20,-8
-20,24
0,-24
24,-8
24,-8
40,-20
-4,8
-8,40
-4,-4
4,0
-8,0
12,8
-4,28
4,40
16,-20
0,-20
-8,-8
12,8
0,0
4,8
8,8
4,0
32,-12
20,0
28,12
8,16
-12,0
-24,-12
-8,0
-8,12
12,-16
32,-16
12,-20
-4,4
-12,-12
16,4
0,-16
4,12
-4,16
8,0
16,8
-20,8
-20,8
16,-8
-24,16
4,12
4,0
0,-12
28,4
4,-16
4,32
12,-8
-4,-4
-4,-16
4,4
-12,-8
12,20
4,-4
8,-4
8,16
16,4
0,20
0,-16
16,12
